Id,SalePrice
1461,127561.75971491638
1462,154166.6723367696
1463,182581.4552677946
1464,184502.28218045263
1465,184675.74390816136
1466,177716.17350903762
1467,172675.51673322407
1468,162569.20336275687
1469,179092.14577247135
1470,124809.95450267722
1471,191527.87131576432
1472,94342.2063299206
1473,102433.0337170715
1474,148808.92676693096
1475,122811.48910301992
1476,372661.12658966385
1477,252176.70023617838
1478,291251.1109115949
1479,276746.7625039229
1480,489454.86983469187
1481,309515.1794808257
1482,199742.32590211357
1483,178080.2266651324
1484,162423.39529141688
1485,175554.99980808006
1486,191377.99622753714
1487,331964.18430895265
1488,229284.19337705345
1489,209310.5731824966
1490,230757.60893617352
1491,189070.4827497189
1492,101103.29746198468
1493,167209.67966916077
1494,286048.8526547076
1495,284030.21027518215
1496,229462.07124718974
1497,186405.9280681387
1498,157862.2392681381
1499,158843.95092413484
1500,156744.99028072046
1501,196639.2987337255
1502,154680.02844121578
1503,315192.4913581101
1504,236525.42050495135
1505,216511.2069151595
1506,177174.02019158425
1507,249175.66761848453
1508,189049.80821851903
1509,150986.30668999982
1510,144818.63611041426
1511,142682.49184573133
1512,164517.93682970165
1513,140814.6067853849
1514,163937.79108483324
1515,179509.46667556942
1516,144784.8579358501
1517,155913.19798851176
1518,125893.94249110666
1519,220335.8443661318
1520,132086.06270275533
1521,134531.65344494363
1522,158553.6072219772
1523,108499.07017932096
1524,122236.35378433252
1525,121381.35452231068
1526,114962.18281878544
1527,102625.78876788635
1528,133041.7852567334
1529,143455.40234498726
1530,176300.59727695058
1531,110330.78429462419
1532,103908.46716388315
1533,144588.05255005066
1534,115747.62064645751
1535,167583.20961938036
1536,115095.93128667194
1537,72092.56374926033
1538,175346.65052893476
1539,207384.57989698896
1540,119520.29260506821
1541,141046.49820453982
1542,140373.59372190278
1543,212611.77051293087
1544,85757.02151480784
1545,107899.54934700631
1546,126157.06048570463
1547,136851.71094677557
1548,128986.79335293651
1549,108914.24883407113
1550,136497.33025961035
1551,116948.88664848318
1552,139181.0319189968
1553,156903.15466542647
1554,119904.61719643694
1555,168771.88863306335
1556,80638.695644587
1557,98087.05164155159
1558,99497.61554684487
1559,92900.30768069637
1560,134507.83333162134
1561,148145.38846353392
1562,132386.40280159147
1563,121164.42111046553
1564,157156.8780440804
1565,145011.4031919316
1566,239180.707239095
1567,77321.78020443837
1568,234283.318889492
1569,154003.048844026
1570,142067.64505826967
1571,121335.3625225175
1572,146445.22988862408
1573,258449.3300674395
1574,117091.51484080183
1575,215093.19907436232
1576,228387.90155479347
1577,197611.84225643345
1578,141016.35131511363
1579,144837.72366984418
1580,183448.24843481352
1581,148181.6203493017
1582,124653.79003803624
1583,328551.1217541832
1584,221317.88633320906
1585,140085.17844395144
1586,77698.08030605904
1587,97230.56832898817
1588,147418.85587081264
1589,96789.00151712129
1590,128805.39102797162
1591,96846.71539698454
1592,124321.0925321226
1593,118555.85774979753
1594,184890.9175340527
1595,113895.8141190513
1596,226819.32270931944
1597,160319.53997297623
1598,188833.79663360614
1599,188249.74158965884
1600,183089.84748962204
1601,73713.79553302398
1602,114044.67293800887
1603,82674.7174533557
1604,274588.1615390676
1605,238474.60640093897
1606,166527.80849226261
1607,174145.3890109296
1608,212319.47781942104
1609,199062.27165560232
1610,153435.5335790681
1611,150018.53468739107
1612,174915.16539453607
1613,168207.26421099043
1614,125862.05207513843
1615,90180.60462292162
1616,77233.2284086735
1617,94259.81649621858
1618,120714.7854918797
1619,133896.96417366524
1620,180675.27464473376
1621,134309.45265579087
1622,142154.73997185705
1623,277866.26269141637
1624,213598.14176682962
1625,124546.21045332715
1626,161860.33182377985
1627,184859.47339872795
1628,277072.25810961146
1629,162741.49378885346
1630,400105.1501771671
1631,210790.48203210146
1632,229391.40360736247
1633,160611.8069028972
1634,181116.1590387686
1635,171461.24242199239
1636,148601.5776553264
1637,190717.3929972024
1638,188227.32820206843
1639,168300.27632992485
1640,248543.9484643296
1641,166816.32750856353
1642,226584.71387520834
1643,222372.69686508388
1644,231477.67762632965
1645,190867.45845981603
1646,150984.92568267073
1647,158496.5994762351
1648,132656.806552309
1649,137248.32880797837
1650,114876.25331703559
1651,120359.11536509277
1652,100338.9120542001
1653,102858.01522626792
1654,142906.46345802126
1655,140125.31054627168
1656,143531.82560229304
1657,145700.46183170567
1658,141851.41116996075
1659,126799.04123688827
1660,147231.27465106055
1661,442071.12902146945
1662,384653.04373765644
1663,381785.2148993247
1664,535756.4814811858
1665,313676.22242507443
1666,332308.9574535394
1667,371232.5118770539
1668,326495.37284983316
1669,285891.3973452099
1670,347661.12841158494
1671,263211.8585760258
1672,479580.2217290052
1673,282851.54668193613
1674,243841.84178164072
1675,177332.4736695244
1676,178759.45426073778
