Id,SalePrice
1461,138206.5317365998
1462,164407.06579544916
1463,183327.03137565067
1464,189199.41994765977
1465,196465.8900135859
1466,182361.69251517908
1467,174380.7656284736
1468,170486.62357742546
1469,177133.04078917156
1470,129424.37854956102
1471,195132.53909716808
1472,97689.14943831357
1473,103755.15234205658
1474,149000.44774525714
1475,125511.30793498692
1476,366381.3252033341
1477,268369.66706655425
1478,293569.15387843404
1479,268271.25518420775
1480,500572.69027737505
1481,322267.84736189246
1482,208749.61077167428
1483,184242.99852014577
1484,169453.8325832237
1485,181322.27320213057
1486,194634.87009495654
1487,330217.65770900407
1488,234703.69453913582
1489,203012.66506530865
1490,233035.87973007147
1491,203990.2049808487
1492,104275.823096798
1493,177013.3935990036
1494,302895.2307996292
1495,292503.96594165976
1496,230198.43659518083
1497,191794.21959350037
1498,162681.01756593416
1499,162306.9269809071
1500,157983.6403055814
1501,182393.20913263084
1502,161630.74108484306
1503,310611.2646254286
1504,232766.87091821266
1505,218374.1445326842
1506,190697.37427681035
1507,251711.19930720358
1508,198156.68733373552
1509,158333.39227369952
1510,149778.46885777678
1511,144489.70624779904
1512,171436.46074469975
1513,143283.93894141176
1514,174373.74707473762
1515,191963.748202265
1516,152656.11787559025
1517,162061.27162208536
1518,126135.56243702146
1519,231524.9716726072
1520,133640.08802726213
1521,137466.43532324495
1522,160148.86865081583
1523,111246.3156173932
1524,126736.61951231152
1525,123913.97081355494
1526,120442.8682303811
1527,108526.56797547171
1528,128052.83155370936
1529,146529.37423701433
1530,182529.5068848719
1531,107771.2581052842
1532,102529.22230058619
1533,153329.33544190833
1534,118747.6589835593
1535,174578.65128154945
1536,121034.60818994627
1537,76565.9781643516
1538,171553.07220250263
1539,197011.44805761406
1540,111964.98406196981
1541,143570.1035704454
1542,140456.37835051917
1543,222086.6145413099
1544,86322.68176229703
1545,107474.80713195869
1546,121809.25161717426
1547,135441.54873871655
1548,132543.41384980417
1549,112389.76382364015
1550,132593.62547879777
1551,122912.07601105291
1552,140537.19347100228
1553,152728.7435591852
1554,116369.79786206836
1555,180344.76195567317
1556,87462.66792545115
1557,111261.16106800237
1558,99908.58993161152
1559,86254.29925558867
1560,123967.32120660991
1561,167283.01625738526
1562,129241.57695999592
1563,119495.73506225341
1564,158758.06327906184
1565,150675.49169282411
1566,241450.714484579
1567,80523.08234117505
1568,242122.6694676189
1569,160224.35637368276
1570,142344.22373789432
1571,132055.40672864034
1572,152321.9236016451
1573,257870.25766835254
1574,125289.71146569726
1575,242395.76346254023
1576,236961.36329892278
1577,190836.02997709744
1578,145644.4357878218
1579,150752.21644416935
1580,189301.42815726667
1581,153695.8962484224
1582,127307.17889261054
1583,341993.2371864561
1584,226294.82000245026
1585,140107.88595753635
1586,87364.06392071268
1587,96246.12647766425
1588,153054.3611177338
1589,104758.77455097578
1590,134362.03003245394
1591,94066.57088079947
1592,126625.49838153359
1593,122112.38856310716
1594,163134.7117064314
1595,120385.82850528341
1596,237901.68669447635
1597,192325.64738405155
1598,198147.81027904284
1599,189102.17671331298
1600,180708.09968597544
1601,80268.72800517449
1602,118104.29200375351
1603,76800.56595613317
1604,274931.765714204
1605,243953.31899265558
1606,169572.6179567615
1607,185522.54105029863
1608,230151.59520339433
1609,201169.9346551943
1610,156354.50168861757
1611,150805.01465524078
1612,177999.86102582765
1613,176777.3932385914
1614,125817.17251563753
1615,90475.1031781933
1616,79201.61566672342
1617,97368.98060353915
1618,125044.69909163324
1619,141063.50981416286
1620,180965.8595604972
1621,137169.7915302785
1622,146235.51844294628
1623,296465.5088005943
1624,222208.27992193695
1625,128974.89446323899
1626,166348.96226135135
1627,184547.8469615405
1628,277362.4196254657
1629,172547.27477216758
1630,409697.2836357608
1631,206809.04981460216
1632,239172.31999212402
1633,169130.64911347823
1634,184554.51785072833
1635,181015.12560012718
1636,152630.0243231333
1637,202366.92996970186
1638,201025.96755987479
1639,186294.59683155382
1640,267467.1821070248
1641,171471.70932459095
1642,234493.09801949814
1643,223508.659098151
1644,233078.44007798244
1645,198300.38831449675
1646,160849.16601502526
1647,163982.0872599236
1648,132576.74425054246
1649,139820.79126319668
1650,116919.77453581085
1651,127580.87223489124
1652,103807.64856943177
1653,103599.09333173123
