Id,SalePrice
1461,128952.984
1462,166301.02
1463,187773.73
1464,201543.36
1465,179887.81
1466,167737.95
1467,175474.8
1468,158250.77
1469,170150.33
1470,124493.38
1471,194227.72
1472,91256.03
1473,101955.49
1474,144684.05
1475,116001.88
1476,403915.25
1477,265086.34
1478,289825.12
1479,284786.72
1480,593723.94
1481,320063.84
1482,211753.92
1483,178300.36
1484,164600.39
1485,178827.42
1486,196546.72
1487,350969.34
1488,228325.31
1489,209733.83
1490,221214.47
1491,190309.08
1492,86583.98
1493,160395.4
1494,282080.75
1495,298598.53
1496,242622.22
1497,190621.0
1498,167970.33
1499,157046.33
1500,157835.38
1501,188918.64
1502,148488.52
1503,293843.28
1504,239582.9
1505,230182.06
1506,167204.28
1507,251760.14
1508,191815.16
1509,163812.14
1510,153022.31
1511,141479.28
1512,168673.78
1513,139550.5
1514,171313.34
1515,174148.66
1516,146305.06
1517,156019.92
1518,131443.19
1519,218730.8
1520,136586.98
1521,138198.67
1522,170368.16
1523,112907.65
1524,120029.61
1525,118721.67
1526,116045.96
1527,101712.03
1528,134134.44
1529,153386.16
1530,168969.7
1531,122612.52
1532,99065.375
1533,152607.83
1534,112078.35
1535,154878.67
1536,109414.76
1537,68705.93
1538,164081.7
1539,179525.69
1540,100815.62
1541,138738.62
1542,142142.36
1543,216152.6
1544,74067.04
1545,108128.63
1546,128905.42
1547,142177.75
1548,128211.33
1549,114508.734
1550,140349.6
1551,108592.445
1552,145293.92
1553,144752.7
1554,111983.64
1555,172437.12
1556,96388.44
1557,98731.56
1558,93812.555
1559,63843.254
1560,124749.375
1561,140802.62
1562,120681.53
1563,118168.83
1564,159868.25
1565,142982.81
1566,235486.12
1567,73275.16
1568,221758.22
1569,148655.27
1570,130222.32
1571,108562.625
1572,140557.23
1573,246135.56
1574,107683.77
1575,222066.44
1576,248316.58
1577,191143.56
1578,143471.38
1579,144535.58
1580,184280.73
1581,156653.19
1582,125483.35
1583,345245.4
1584,222307.08
1585,141808.78
1586,64618.35
1587,101899.53
1588,154587.95
1589,96890.14
1590,127145.82
1591,88671.43
1592,108592.44
1593,116455.7
1594,150678.17
1595,113828.6
1596,237089.16
1597,169424.16
1598,199682.0
1599,173021.83
1600,167322.81
1601,69454.47
1602,112985.484
1603,76090.32
1604,254868.28
1605,242628.3
1606,161388.38
1607,144782.81
1608,194381.22
1609,201572.27
1610,159958.44
1611,142686.03
1612,158015.83
1613,167498.47
1614,114966.984
1615,90486.734
1616,63761.047
1617,95706.34
1618,122946.48
1619,147767.22
1620,166035.75
1621,133861.86
1622,136556.27
1623,296579.62
1624,211388.73
1625,109782.18
1626,148145.19
1627,186991.78
1628,260211.12
1629,175045.17
1630,343744.84
1631,217446.94
1632,237039.81
1633,167333.6
1634,186453.69
1635,177740.33
1636,153425.42
1637,202041.03
1638,183817.08
1639,179111.3
1640,247499.55
1641,168089.89
1642,227349.64
1643,214766.16
1644,233764.88
1645,199723.62
1646,169422.05
1647,143593.89
1648,134089.67
1649,136143.03
1650,106616.38
1651,116948.05
1652,95318.81
1653,99774.88
1654,143691.25
1655,133089.2
1656,138215.12
1657,145650.56
1658,136980.27
1659,116228.03
1660,155556.03
1661,469943.47
1662,405699.0
1663,374667.5
1664,539078.06
1665,292004.06
1666,321707.34
1667,378655.8
1668,302120.66
1669,298175.97
1670,336859.7
1671,257044.23
1672,577922.1
1673,292720.22
1674,249230.81
1675,188153.5
1676,200147.72
1677,219123.53
1678,563639.1
1679,423152.56
1680,341737.38
1681,219368.9
1682,281925.94
1683,167119.55
1684,155070.05
1685,166181.81
1686,164421.58
1687,165147.7
1688,186648.28
1689,196475.33
1690,187689.78
1691,175134.22
1692,259902.84
1693,159051.95
1694,179885.14
1695,164583.89
1696,263690.22
1697,169398.16
1698,364950.6
1699,327628.44
1700,246274.14
1701,261895.55
1702,246262.9
1703,245235.53
1704,293958.03
1705,226129.88
1706,504436.44
1707,228910.61
1708,200263.1
1709,277280.7
1710,228615.33
1711,248645.5
1712,265014.12
1713,283608.3
1714,226068.33
1715,210250.05
1716,192724.47
1717,179306.44
1718,129413.03
1719,190350.16
1720,232572.66
1721,162663.45
1722,120437.54
1723,159679.02
1724,195613.36
1725,243189.28
1726,175958.83
1727,151179.89
1728,175874.8
1729,169341.36
1730,150651.4
1731,114534.91
1732,121175.63
1733,109704.16
1734,115511.945
1735,114827.83
1736,111162.76
1737,334490.66
1738,221982.69
1739,259939.33
1740,243358.98
1741,185727.97
1742,184153.58
1743,172361.61
1744,324855.3
1745,222535.53
1746,187894.4
1747,212806.0
1748,215944.42
1749,148160.86
1750,123982.375
1751,228550.34
1752,114589.37
1753,138738.61
1754,185646.84
1755,162490.34
1756,133561.88
1757,119543.87
1758,142054.39
1759,139667.08
1760,171046.23
1761,135245.53
1762,179527.98
1763,161015.03
1764,112126.45
1765,168574.48
1766,170358.14
1767,217257.05
1768,147547.75
1769,172976.03
1770,138238.56
1771,127095.98
1772,125864.24
1773,137331.2
1774,130200.81
1775,133577.08
1776,126131.72
1777,116404.55
1778,140491.67
1779,101955.88
1780,166650.39
1781,126629.74
1782,92373.69
1783,145124.53
1784,107398.7
1785,120870.04
1786,150170.28
1787,144251.88
1788,52955.29
1789,94855.91
1790,83059.39
1791,173779.86
1792,149035.14
1793,127834.44
