Id,SalePrice
1461,132108.15358527264
1462,158036.26677753386
1463,183365.55853021904
1464,182820.28287955344
1465,192694.94317665524
1466,182851.89381425834
1467,168894.57247995964
1468,171999.4926349164
1469,182261.79841344172
1470,118650.70340797427
1471,196567.72342644783
1472,94669.62651074806
1473,97327.98160842905
1474,150841.58441584444
1475,128652.54691967883
1476,390111.6827935246
1477,260116.05534242932
1478,312232.0091243177
1479,259721.26855764148
1480,488995.2816348319
1481,313760.3150515575
1482,205234.28290950193
1483,175276.17841333005
1484,171936.79698585253
1485,174204.5201095114
1486,199792.10735819984
1487,325076.68392219127
1488,233994.4186758127
1489,211948.2470109536
1490,218686.21473258018
1491,202446.80997478956
1492,99980.05172834435
1493,179775.2156561183
1494,307970.5111806572
1495,298901.0547516205
1496,233269.3730814585
1497,191157.28887995292
1498,156075.11004422954
1499,153423.43164265633
1500,150728.6300530358
1501,174272.33351000992
1502,159387.80498986115
1503,308989.778752932
1504,230182.8630619751
1505,221245.77226309903
1506,186170.66449092404
1507,237169.45662036023
1508,206951.04915533203
1509,163294.57262844226
1510,153130.42525234813
1511,147675.1134398203
1512,173046.3765625789
1513,149588.13178030803
1514,173758.06483757417
1515,190434.05030945077
1516,162233.66254274172
1517,161102.1343420929
1518,130961.9260194827
1519,239808.18608639654
1520,136107.32522574067
1521,142195.3059011043
1522,163350.6408574031
1523,112759.02944664925
1524,125245.10237906144
1525,128821.61133795243
1526,127220.24643818042
1527,101871.59781580145
1528,132047.48987479293
1529,144087.51261849664
1530,176179.88707822346
1531,126296.31970606424
1532,108079.01680262262
1533,139429.41233989576
1534,115281.21699553932
1535,171115.01662549344
1536,114727.55063546443
1537,81463.67689934114
1538,184329.4702858682
1539,250072.5889836633
1540,120780.72526034282
1541,152492.69008782497
1542,145071.24200174946
1543,220281.63198275332
1544,81558.64984798196
1545,106437.13086669774
1546,122675.33690516674
1547,141032.1040340495
1548,137210.2704528908
1549,112403.83907783133
1550,140335.5294983285
1551,118030.07817978322
